customer_id,first_name,last_name,income_reported,score_snapshot,state
CUST100580,Christian,Booker,57505.15,701,WA
CUST101192,Laura,Bradford,0.0,603,VA
CUST101438,Mario,Jones,95157.61,699,MO
CUST101795,Jason,Martin,55763.77,721,VA
CUST102330,Jennifer,Perry,36905.15,666,OH
CUST100764,Shawn,Smith,77869.52,799,MI
CUST100398,Bruce,Collins,49196.73,643,NJ
CUST100836,Tonya,Barry,16794.6,541,IN
CUST100571,Kristen,Coleman,0.0,658,IL
CUST100306,Amanda,Moore,119679.23,782,AZ
CUST100160,Andrew,Woods,49495.31,734,GA
CUST102486,Michael,Wilson,21971.14,718,NJ
CUST102016,Thomas,Gonzalez,80812.78,721,WA
CUST101782,Daniel,Rodriguez,41565.02,734,CO
CUST100972,Christian,Berger,92511.35,764,TN
CUST100235,Kyle,Reed,8865.27,572,MO
CUST100112,Carrie,Russo,20753.94,688,IL
CUST101077,Vincent,Macias,10506.76,670,GA
CUST100439,Barbara,Smith,23760.66,686,FL
CUST100289,Taylor,Gross,46938.82,720,TN
CUST100524,Abigail,Cooper,76502.9,724,IL
CUST101467,Seth,Perez,0.0,635,NC
CUST101140,Joanna,Williams,47108.39,713,PA
CUST102326,Maureen,Cooley,21709.25,640,MA
CUST102433,James,Berry,76344.09,707,FL
CUST101184,Rose,Hughes,46081.72,707,CO
CUST101845,Mark,Morrow,83378.66,667,WI
CUST101573,Alexander,Perry,56229.21,763,VA
CUST102472,Juan,Graves,65987.9,781,WI
CUST100054,Jimmy,Medina,72604.57,692,TX
CUST101960,David,Evans,11201.32,684,MA
CUST100234,Mary,Johnson,50763.7,735,VA
CUST102483,Todd,Hess,46949.66,605,IN
CUST102318,Gabriel,Frey,79979.99,674,GA
CUST100166,Caroline,Gonzalez,112535.11,698,TN
CUST101636,Melissa,Lee,27617.02,649,GA
CUST102238,Mandy,Bradley,65247.89,716,VA
CUST102250,Jessica,Ramos,114260.1,762,CO
CUST101108,Amy,Hayes,55712.86,750,NY
CUST100942,Debra,Shelton,85247.42,785,NJ
CUST100874,Danielle,Martin,59828.5,688,NY
CUST101586,Ricky,Galvan,50319.73,644,PA
CUST101238,Katie,Hill,49632.9,670,AZ
CUST101741,Eric,Ford,102744.92,688,TN
CUST100437,Raven,Miranda,49570.41,708,FL
CUST101512,Samuel,Alvarez,65003.28,700,MO
CUST101165,Jennifer,Willis,105738.93,738,PA
CUST102382,David,Stout,115782.32,739,IN
CUST100884,Rebecca,Herrera,90874.57,752,VA
CUST100318,Logan,Cooper,94109.17,705,NJ
CUST102118,Stephen,Fitzgerald,28622.57,693,CO
CUST101906,Jeffrey,Gonzalez,74243.99,700,VA
CUST100394,Philip,Cook,84539.04,682,VA
CUST101517,Rebecca,Palmer,69074.73,730,IN
CUST100792,Claudia,Fields,111540.94,709,NJ
CUST102199,Lisa,Wise,76821.21,743,NC
CUST101751,Kristen,Ochoa,17766.38,651,NY
CUST100091,Michelle,Barnes,1489.54,649,NY
CUST101683,Karl,Lara,17223.22,595,NJ
CUST101536,Michael,Lopez,10188.36,681,MI
CUST100526,Kelly,Johnson,66515.03,736,TX
CUST102117,Jason,Hansen,34276.38,720,AZ
CUST100092,Juan,Harper,85134.39,753,WI
CUST101640,Christine,Harrison,61654.56,720,WA
CUST101930,Luke,Pope,101108.38,797,WI
CUST100833,Kelly,Rodriguez,112133.91,740,VA
CUST100152,April,Haynes,111966.59,760,OH
CUST100202,Daniel,Scott,93081.99,704,PA
CUST100481,Nicholas,Johnson,70084.01,740,IL
CUST101652,Joseph,Crawford,84839.67,747,GA
CUST100622,Lauren,Williamson,72357.31,746,MA
CUST102475,Anthony,Daniels,16086.24,620,IN
CUST101520,Aaron,Park,56131.05,674,WI
CUST101207,Darlene,Cox,52458.33,671,NJ
CUST102188,Debbie,Harper,57142.33,704,TX
CUST101876,Beth,Mitchell,33390.21,691,AZ
CUST101569,Adam,Miller,63300.49,745,CO
CUST101943,Michael,Baldwin,79849.69,694,AZ
CUST100145,Danielle,Medina,42703.53,642,AZ
CUST101548,Richard,Smith,70200.08,663,IL
CUST100563,Charles,Moore,53229.02,648,TN
CUST101522,Jessica,Smith,58582.79,724,NY
CUST100311,Christopher,Castillo,97938.43,697,AZ
CUST102178,Taylor,Schmitt,93228.94,780,OH
CUST101976,Eric,Grimes,111372.57,708,TN
CUST102166,Michael,Richardson,5574.48,558,NC
CUST100384,Patrick,Davis,9233.19,548,FL
CUST102273,Ann,Lawrence,8604.3,632,MA
CUST101766,Rebecca,Thomas,98011.55,689,NC
CUST100785,Steven,Davis,75847.48,709,FL
CUST102043,Austin,Wheeler,13510.8,650,OH
CUST102379,Elizabeth,Deleon,41293.84,736,AZ
CUST100756,William,Simpson,40463.81,682,MO
CUST102323,Joseph,Wright,97772.98,675,MO
CUST101963,Rachael,Brady,38067.85,694,PA
CUST101255,Mary,Acevedo,63376.95,805,NC
CUST101832,Lisa,Welch,17898.59,573,NJ
CUST100790,Nicholas,Fields,49391.43,733,MI
CUST102423,Erin,White,61674.74,681,VA
CUST101027,Kathleen,Santana,69019.05,639,NY
CUST100390,Maria,Howard,12994.29,681,NC
CUST100925,Ariana,Hamilton,105049.28,720,VA
CUST102189,Samantha,Paul,11748.42,644,NC
CUST101477,Carl,Abbott,94879.62,751,NJ
CUST101481,Stephanie,Mckay,109705.54,723,CO
CUST102275,Zachary,Rivera,125561.88,784,VA
CUST102200,Heather,Pitts,42364.24,671,WI
CUST102114,Beverly,Jackson,58837.63,728,CA
CUST101638,Lori,Morrow,52157.74,735,CA
CUST100217,Brianna,Figueroa,80846.55,720,MO
CUST102228,Gwendolyn,Phillips,24055.57,681,FL
CUST102413,Vickie,Mccann,60103.76,766,VA
CUST101139,Maria,Smith,120437.11,779,AZ
CUST101965,Jessica,Curry,92821.66,700,IN
CUST101543,Isabella,Walker,63847.02,714,WI
CUST100499,Donna,Parker,70383.93,710,TX
CUST102181,Gary,Foster,83974.63,734,WI
CUST101880,Desiree,Simpson,87704.68,708,MA
CUST101900,Jason,Clark,37774.15,703,NJ
CUST100995,Emily,Fuller,19713.53,587,NC
CUST101298,Brian,Duncan,56048.07,728,TN
CUST102193,Darren,Mckinney,32791.49,688,OH
CUST101849,Raymond,Sanchez,70101.51,666,MI
CUST100914,Jacqueline,Jackson,39179.56,649,MI
CUST101404,Christopher,Russell,82910.65,719,MO
CUST102056,Arthur,Edwards,69908.76,699,FL
CUST100615,Melanie,Medina,43293.57,679,GA
CUST101684,Ronald,Bell,73614.53,752,AZ
CUST100564,James,Harrison,53525.97,728,VA
CUST102262,Amy,Johnson,86562.93,757,TX
CUST102356,Lauren,Garcia,58297.62,763,MO
CUST100128,Kelsey,Chapman,14776.61,585,FL
CUST101035,Madison,Stewart,28832.58,728,MA
CUST101268,Charles,Wilcox,69685.24,731,VA
CUST100203,Michelle,Coleman,54719.15,754,CA
CUST100613,Wendy,Sullivan,101585.93,720,PA
CUST100122,Ricky,Johnson,25392.19,698,MA
CUST101780,Wendy,Mcdonald,73956.62,756,GA
CUST101879,Brianna,Burns,46041.45,772,VA
CUST101281,Alex,Lyons,22834.35,581,PA
CUST101709,Shelley,Kerr,55609.89,705,NJ
CUST100239,Patrick,Smith,18070.34,632,PA
CUST102176,Christopher,Huang,59426.19,692,CA
CUST102485,Lauren,Valdez,78626.02,736,TN
CUST101367,Angelica,Schmidt,85270.63,717,FL
CUST100651,Clarence,Dawson,92852.43,735,FL
CUST100296,Chelsey,White,26134.01,681,TN
CUST100816,Sarah,Jones,25322.58,589,TN
CUST102471,Douglas,Marshall,109190.47,792,AZ
CUST100830,Paul,Schmitt,62255.99,752,NJ
CUST101060,Douglas,Reeves,31654.13,664,WA
CUST101193,Gabriel,Palmer,33996.71,690,CA
CUST100196,Brandi,Bender,73366.29,761,CA
CUST101023,Lindsay,Scott,77478.35,714,IN
CUST100293,Joseph,Nelson,40165.67,694,CA
CUST100782,James,Clark,71737.86,659,FL
CUST100028,Jason,Murphy,69727.51,695,MA
CUST101802,David,Harvey,76021.82,641,VA
CUST101313,Brandon,Blair,24546.35,656,TN
CUST102028,John,Woods,10507.1,626,WA
CUST102455,Latoya,Hansen,41284.95,695,VA
CUST102489,Jennifer,Ramirez,66071.83,743,WA
CUST101384,Joseph,Salazar,8247.83,562,FL
CUST100300,Matthew,Morgan,35952.65,704,CO
CUST101159,Lori,Atkins,51421.99,696,WA
CUST101178,Melinda,Ramos,90599.86,819,MO
CUST102050,David,Dixon,44630.39,680,MI
CUST100567,Jose,Stewart,41248.37,720,NJ
CUST100345,Lawrence,Collier,65236.77,671,GA
CUST100540,Denise,Johnson,39780.75,604,NY
CUST101399,John,Marshall,62657.62,703,GA
CUST100505,Dillon,Miller,17797.79,715,NJ
CUST100383,Hector,Smith,72824.95,684,TX
CUST101674,Elijah,Gray,71929.04,701,AZ
CUST100463,Joseph,Haynes,72942.42,738,NC
CUST100940,John,Merritt,84162.28,699,MA
CUST101957,Ashley,Taylor,80226.41,718,FL
CUST102353,Erik,Campos,21002.95,531,MO
CUST101971,Michael,Grant,95752.51,771,MI
CUST102135,Aaron,Day,41438.43,704,TN
CUST101397,Jamie,Petersen,74197.43,674,NC
CUST102045,Donna,Fields,67353.46,744,FL
CUST100880,Teresa,Wright,58873.49,758,CO
CUST100776,Nicole,Allen,50975.18,685,MO
CUST100759,Randy,Jordan,48985.2,726,OH
CUST101925,Marc,Hill,51121.18,714,NJ
CUST102415,Stacey,Jenkins,57624.89,673,TN
CUST102052,Matthew,Robinson,55003.28,738,NC
CUST101604,Megan,Perry,64547.94,710,NC
CUST100933,Tammy,Myers,34513.95,691,WI
CUST100504,Timothy,Mendez,58621.95,673,MI
CUST100454,Terri,Zimmerman,100492.85,716,NC
CUST102202,Frank,Bennett,78452.0,714,NY
CUST100324,Virginia,Jones,4216.25,546,IL
CUST101045,Stephanie,Bender,30123.33,691,TX
CUST100793,Nicole,Wright,66618.07,687,IL
CUST102401,Omar,Jackson,0.0,681,PA
CUST101813,William,Strickland,108437.07,749,TX
CUST101409,Vincent,Whitney,55418.11,616,NJ
CUST101739,Elizabeth,Frost,66020.83,741,IL
CUST101822,Taylor,Reeves,16358.82,588,IN
CUST101531,Isaac,Rogers,20069.25,617,NJ
CUST100810,Michael,Sanchez,79495.39,743,NY
CUST100140,Aaron,Woods,44996.45,696,NJ
CUST100283,Chad,Rodriguez,143430.28,783,PA
CUST100699,Donald,Garcia,81809.62,666,NC
CUST101237,James,Sharp,81449.09,696,IL
CUST101122,Brenda,Mcmillan,55240.0,685,NJ
CUST102477,Marissa,Payne,87370.49,667,TN
CUST102276,Linda,Gonzales,80953.04,730,IL
CUST100302,Tina,Gregory,131636.94,803,AZ
CUST100985,Marie,Meyer,34841.21,684,NY
CUST102015,Dawn,White,126582.6,730,FL
CUST101028,Daniel,Lynn,89291.28,707,FL
CUST101109,Thomas,Dominguez,94249.6,692,AZ
CUST100729,David,Wolf,73073.29,784,MO
CUST100490,Colleen,Edwards,51602.91,690,WI
CUST102229,Angela,Anderson,36287.05,677,WI
CUST101599,Shirley,Nguyen,19897.0,709,AZ
CUST100661,Felicia,Lawrence,39648.82,660,MI
CUST101665,James,Brown,65734.55,768,NC
CUST102468,Michael,Clark,16135.69,582,PA
CUST101482,Ashley,Burns,29321.87,685,TX
